last sync time,ELK log ID,client IP,synchronize results,time difference,
"2019-05-20T00:35:44.087Z","KIiq0moBbSELepQmaSHb","10.3.101.1","sync'ed","-0.008",
"2019-05-20T00:35:43.464Z","d4iq0moBbSELepQmZSB8","10.3.101.2","sync'ed","-0.009",
"2019-05-20T00:35:43.802Z","JYiq0moBbSELepQmaSHb","10.3.101.3","sync'ed","-0.005",
"2019-05-20T00:35:44.811Z","9oiq0moBbSELepQmaiH3","10.3.101.4","sync'ed","-0.007",
"2019-05-20T00:35:43.422Z","sIiq0moBbSELepQmZiB3","10.3.101.5","sync'ed","-0.008",
"2019-05-20T00:35:43.788Z","uIiq0moBbSELepQmZyB1","10.3.101.6","sync'ed","-0.008",
"2019-05-20T00:35:43.434Z","Xoiq0moBbSELepQmZSBy","10.3.101.7","sync'ed","-0.005",
"2019-05-20T00:35:43.868Z","J4iq0moBbSELepQmaSHb","10.3.101.8","sync'ed","-0.004",
"2019-05-20T00:35:43.438Z","Boiq0moBbSELepQmZyHh","10.3.101.9","sync'ed","-0.006",
"2019-05-20T00:35:43.740Z","t4iq0moBbSELepQmZyB1","10.3.101.10","sync'ed","-0.007",
"2019-05-20T00:35:43.485Z","soiq0moBbSELepQmZiB3","10.3.101.11","sync'ed","-0.008",
"2019-05-20T00:35:43.811Z","Joiq0moBbSELepQmaSHb","10.3.101.12","sync'ed","-0.005",
"2019-05-20T00:35:43.928Z","vIiq0moBbSELepQmZyB1","10.3.101.13","sync'ed","-0.008",
"2019-05-20T00:35:43.486Z","eIiq0moBbSELepQmZSB8","10.3.101.14","sync'ed","-0.007",
"2019-05-20T00:35:44.068Z","wIiq0moBbSELepQmZyC0","10.3.101.15","sync'ed","-0.010",
"2019-05-20T00:35:43.686Z","tIiq0moBbSELepQmZiB3","10.3.101.16","sync'ed","-0.007",
"2019-05-20T00:35:44.001Z","vYiq0moBbSELepQmZyB1","10.3.101.17","sync'ed","-0.008",
"2019-05-20T00:35:43.889Z","uoiq0moBbSELepQmZyB1","10.3.101.18","sync'ed","-0.005",
"2019-05-20T00:35:43.897Z","u4iq0moBbSELepQmZyB1","10.3.101.19","sync'ed","-0.006",
"2019-05-20T00:35:43.376Z","BIiq0moBbSELepQmZyHh","10.3.101.20","sync'ed","-0.008",
"2019-05-20T00:35:43.420Z","BYiq0moBbSELepQmZyHh","10.3.101.101","sync'ed","-0.008",
"2019-05-20T00:35:43.749Z","Coiq0moBbSELepQmZyHh","10.3.101.102","sync'ed","-0.008",
"2019-05-20T00:35:43.401Z","doiq0moBbSELepQmZSB8","10.3.102.1","sync'ed","-0.008",
"2019-05-20T00:35:43.358Z","r4iq0moBbSELepQmZiB3","10.3.102.2","sync'ed","-0.005",
"2019-05-20T00:35:43.894Z","C4iq0moBbSELepQmZyHh","10.3.102.3","sync'ed","-0.008",
"2019-05-20T00:35:43.558Z","s4iq0moBbSELepQmZiB3","10.3.102.4","sync'ed","-0.008",
"2019-05-20T00:35:43.460Z","sYiq0moBbSELepQmZiB3","10.3.102.5","sync'ed","-0.007",
"2019-05-20T00:35:43.091Z","WIiq0moBbSELepQmZCCw","10.3.102.6","sync'ed","-0.008",
"2019-05-20T00:35:43.813Z","uYiq0moBbSELepQmZyB1","10.3.102.7","sync'ed","-0.008",
"2019-05-20T00:35:44.435Z","Eoiq0moBbSELepQmaSEr","10.3.102.8","sync'ed","-0.005",
"2019-05-20T00:35:44.087Z","KYiq0moBbSELepQmaSHb","10.3.102.9","sync'ed","-0.007",
"2019-05-20T00:35:43.963Z","DIiq0moBbSELepQmZyHh","10.3.102.10","sync'ed","-0.007",
"2019-05-20T00:35:43.728Z","CYiq0moBbSELepQmZyHh","10.3.103.11","sync'ed","-0.008",
"2019-05-20T00:36:03.611Z","H4iq0moBbSELepQmtCek","10.3.121.4","sync'ed","-0.004",
"2019-05-20T00:35:25.324Z","EYiq0moBbSELepQmHxuD","10.3.121.5","sync'ed","-0.010",
"2019-05-19T17:15:40.404Z","GmsX0WoBbSELepQmhMVb","10.3.121.14","sync'ed","-1.584",
"2019-05-19T17:15:40.861Z","XmsX0WoBbSELepQmhsXm","10.3.121.15","sync'ed","-1.070",
"2019-05-19T10:45:40.377Z","71Gyz2oBbSELepQmeyhJ","10.3.121.33","sync'ed","-0.966",
"2019-05-19T10:45:41.232Z","bVGyz2oBbSELepQmeSjC","10.3.121.34","sync'ed","-0.186",
"2019-05-19T10:45:40.685Z","Y1Gyz2oBbSELepQmeSjC","10.3.121.35","sync'ed","-0.257",
"2019-05-19T10:45:40.884Z","qlGyz2oBbSELepQmeihD","10.3.121.36","sync'ed","-0.624",
"2019-05-19T10:45:40.341Z","PVGyz2oBbSELepQmdidc","10.3.121.37","sync'ed","-0.768",
