last sync time,ELK log ID,client IP,synchronize results,time difference,
"2019-05-28T00:31:32.236Z","zwLZ-2oB0lUS-BmpcMGV","10.3.101.1","sync'ed","-0.008",
"2019-05-28T00:31:31.772Z","FQLZ-2oB0lUS-BmpcMK7","10.3.101.2","sync'ed","-0.021",
"2019-05-28T00:31:32.064Z","FgLZ-2oB0lUS-BmpcMK7","10.3.101.3","sync'ed","-0.006",
"2019-05-28T00:31:31.921Z","mgLZ-2oB0lUS-Bmpc8KZ","10.3.101.4","sync'ed","-0.008",
"2019-05-28T00:31:31.745Z","yQLZ-2oB0lUS-BmpcMGV","10.3.101.5","sync'ed","-0.008",
"2019-05-28T00:31:31.536Z","EwLZ-2oB0lUS-BmpcMK7","10.3.101.6","sync'ed","-0.008",
"2019-05-28T00:31:31.834Z","lgLZ-2oB0lUS-Bmpc8KZ","10.3.101.7","sync'ed","-0.006",
"2019-05-28T00:31:32.137Z","nwLZ-2oB0lUS-Bmpc8KZ","10.3.101.8","sync'ed","-0.004",
"2019-05-28T00:31:32.024Z","ywLZ-2oB0lUS-BmpcMGV","10.3.101.9","sync'ed","-0.005",
"2019-05-28T00:31:31.604Z","lQLZ-2oB0lUS-Bmpc8KZ","10.3.101.10","sync'ed","-0.007",
"2019-05-28T00:31:32.531Z","oQLZ-2oB0lUS-Bmpc8KZ","10.3.101.11","sync'ed","-0.009",
"2019-05-28T00:31:32.026Z","nALZ-2oB0lUS-Bmpc8KZ","10.3.101.12","sync'ed","-0.005",
"2019-05-28T00:31:31.969Z","mwLZ-2oB0lUS-Bmpc8KZ","10.3.101.13","sync'ed","-0.008",
"2019-05-28T00:31:32.195Z","zgLZ-2oB0lUS-BmpcMGV","10.3.101.14","sync'ed","-0.008",
"2019-05-28T00:31:31.416Z","xQLZ-2oB0lUS-BmpcMGV","10.3.101.15","sync'ed","-0.008",
"2019-05-28T00:31:31.429Z","kgLZ-2oB0lUS-Bmpc8KZ","10.3.101.16","sync'ed","-0.006",
"2019-05-28T00:31:31.401Z","xALZ-2oB0lUS-BmpcMGV","10.3.101.17","sync'ed","-0.007",
"2019-05-28T00:31:32.021Z","VgLZ-2oB0lUS-Bmpb8Hj","10.3.101.18","sync'ed","-0.005",
"2019-05-28T00:31:32.046Z","zALZ-2oB0lUS-BmpcMGV","10.3.101.19","sync'ed","-0.005",
"2019-05-28T00:31:31.579Z","UgLZ-2oB0lUS-Bmpb8Hj","10.3.101.20","sync'ed","-0.008",
"2019-05-28T00:31:31.368Z","wwLZ-2oB0lUS-BmpcMGV","10.3.101.101","sync'ed","-0.008",
"2019-05-28T00:31:31.592Z","UwLZ-2oB0lUS-Bmpb8Hj","10.3.101.102","sync'ed","-0.008",
"2019-05-28T00:31:31.508Z","kwLZ-2oB0lUS-Bmpc8KZ","10.3.102.1","sync'ed","-0.008",
"2019-05-28T00:31:31.721Z","FALZ-2oB0lUS-BmpcMK7","10.3.102.2","sync'ed","-0.005",
"2019-05-28T00:31:32.813Z","JALZ-2oB0lUS-BmpcsJc","10.3.102.3","sync'ed","-0.008",
"2019-05-28T00:31:32.285Z","oALZ-2oB0lUS-Bmpc8KZ","10.3.102.4","sync'ed","-0.008",
"2019-05-28T00:31:32.058Z","nQLZ-2oB0lUS-Bmpc8KZ","10.3.102.5","sync'ed","-0.008",
"2019-05-28T00:31:31.639Z","xwLZ-2oB0lUS-BmpcMGV","10.3.102.6","sync'ed","-0.006",
"2019-05-28T00:31:32.122Z","zQLZ-2oB0lUS-BmpcMGV","10.3.102.7","sync'ed","-0.008",
"2019-05-28T00:31:31.845Z","mALZ-2oB0lUS-Bmpc8KZ","10.3.102.8","sync'ed","-0.005",
"2019-05-28T00:31:31.667Z","yALZ-2oB0lUS-BmpcMGV","10.3.102.9","sync'ed","-0.007",
"2019-05-28T00:31:31.634Z","VALZ-2oB0lUS-Bmpb8Hj","10.3.102.10","sync'ed","-0.007",
"2019-05-28T00:31:31.812Z","VQLZ-2oB0lUS-Bmpb8Hj","10.3.103.11","sync'ed","-0.008",
"2019-05-28T00:25:37.053Z","8wLU-2oB0lUS-BmpBCiO","10.3.121.4","sync'ed","-0.007",
"2019-05-28T00:31:17.619Z","NgLZ-2oB0lUS-BmpP7xw","10.3.121.5","sync'ed","+0.000",
"2019-05-27T10:41:29.578Z","6Lbh-GoB0lUS-BmphlR2","10.3.121.33","sync'ed","-0.569",
"2019-05-27T10:41:30.020Z","8bbh-GoB0lUS-BmpiVU3","10.3.121.34","sync'ed","-0.190",
"2019-05-27T10:41:29.979Z","bbbh-GoB0lUS-BmphlQD","10.3.121.35","sync'ed","-0.140",
"2019-05-27T10:41:29.152Z","4bbh-GoB0lUS-BmphlR2","10.3.121.36","sync'ed","-0.623",
"2019-05-27T10:41:28.749Z","BLbh-GoB0lUS-Bmpf1R4","10.3.121.37","sync'ed","-0.767",
"2019-05-27T10:41:29.523Z","67bh-GoB0lUS-BmpiVU3","10.3.121.38","sync'ed","-0.436",
"2019-05-27T10:41:29.751Z","arbh-GoB0lUS-BmphlQD","10.3.121.39","sync'ed","-0.185",
"2019-05-27T10:41:29.882Z","c7bh-GoB0lUS-BmphlXX","10.3.121.40","sync'ed","-0.120",
"2019-05-27T10:41:29.974Z","drbh-GoB0lUS-BmphlXX","10.3.121.41","sync'ed","-0.185",
"2019-05-27T10:41:28.847Z","WLbh-GoB0lUS-BmphlQD","10.3.121.42","sync'ed","-0.149",
"2019-05-28T00:31:31.840Z","ygLZ-2oB0lUS-BmpcMGV","10.3.121.44","sync'ed","+0.001",
"2019-05-27T10:41:29.381Z","ZLbh-GoB0lUS-BmphlQD","10.3.121.46","sync'ed","-0.007",
"2019-05-28T00:31:30.899Z","jALZ-2oB0lUS-Bmpc8KZ","10.3.121.96","sync'ed","-0.001",
"2019-05-28T00:31:30.666Z","iALZ-2oB0lUS-Bmpc8KZ","10.3.121.97","sync'ed","+0.002",
"2019-05-27T10:41:29.927Z","77bh-GoB0lUS-BmpiVU3","10.3.121.155","sync'ed","-0.119",
"2019-05-27T10:41:29.707Z","6rbh-GoB0lUS-BmphlR2","10.3.122.92","sync'ed","-0.521",
"2019-05-28T00:31:31.873Z","mQLZ-2oB0lUS-Bmpc8KZ","10.3.125.151","sync'ed","+0.002",
"2019-05-28T00:35:14.372Z","gwPc-2oB0lUS-Bmp1CIf","10.3.130.251","sync'ed","-0.001",
"2019-05-28T00:26:24.408Z","7wLU-2oB0lUS-BmpwDwa","10.3.141.11","sync'ed","+0.008",
"2019-05-28T00:32:39.271Z","zgLa-2oB0lUS-BmpfeBm","10.3.141.12","sync'ed","+0.008",
"2019-05-27T10:41:20.403Z","0Lbh-GoB0lUS-BmpZk9f","10.3.141.249","sync'ed","-9.613",
"2019-05-28T00:26:26.405Z","ewLU-2oB0lUS-BmpxT2i","10.3.141.252","sync'ed","+0.001",
"2019-05-28T00:33:47.649Z","AgLb-2oB0lUS-Bmpg_7e","10.3.141.253","sync'ed","+0.002",
"2019-05-28T00:29:28.694Z","1gLX-2oB0lUS-Bmplo7w","10.3.142.2","sync'ed","+0.001",
"2019-05-28T00:31:51.977Z","IALZ-2oB0lUS-BmpwMuB","10.3.142.3","sync'ed","+0.001",
"2019-05-28T00:34:10.810Z","DQPb-2oB0lUS-Bmp3AfT","10.3.142.251","sync'ed","-0.006",
"2019-05-28T00:19:34.382Z","BQHO-2oB0lUS-Bmpjpz6","10.3.143.254","sync'ed","+0.009",
"2019-05-28T00:29:55.105Z","PwLX-2oB0lUS-Bmp9ZgR","10.3.151.1","sync'ed","+0.001",
"2019-05-28T00:30:03.463Z","yQLY-2oB0lUS-BmpFZtP","10.3.151.2","sync'ed","+0.001",
"2019-05-27T10:41:30.466Z","97bh-GoB0lUS-BmpiVU3","10.3.152.1","sync'ed","+0.333",
"2019-05-28T00:31:32.771Z","iALZ-2oB0lUS-BmpecPj","10.3.153.1","sync'ed","-0.020",
"2019-05-28T00:31:32.107Z","ngLZ-2oB0lUS-Bmpc8KZ","10.3.153.2","sync'ed","-0.007",
"2019-05-28T00:31:31.511Z","UQLZ-2oB0lUS-Bmpb8Hj","10.3.153.3","sync'ed","-0.007",
"2019-05-28T00:31:31.551Z","lALZ-2oB0lUS-Bmpc8KZ","10.3.153.4","sync'ed","-0.008",
"2019-05-28T00:31:31.530Z","xgLZ-2oB0lUS-BmpcMGV","10.3.153.5","sync'ed","-0.007",
"2019-05-28T00:26:16.612Z","sQLU-2oB0lUS-BmpoDkP","10.3.154.2","sync'ed","+0.000",
"2019-05-28T00:30:29.650Z","aALY-2oB0lUS-Bmpfaee","10.3.156.1","sync'ed","+0.001",
"2019-05-28T00:35:00.618Z","ZAPc-2oB0lUS-Bmpnh07","10.3.156.2","sync'ed","+0.000",
"2019-05-28T00:24:57.306Z","wQLT-2oB0lUS-BmpaRjO","10.3.171.1","sync'ed","+0.000",
"2019-05-28T00:23:01.787Z","6QHR-2oB0lUS-BmpputQ","10.3.171.2","sync'ed","+0.001",
"2019-05-28T00:32:17.448Z","7wLa-2oB0lUS-BmpIdWq","10.3.183.250","sync'ed","+0.002",
"2019-05-28T00:35:44.062Z","pgPd-2oB0lUS-BmpTjDJ","10.3.183.252","sync'ed","+0.001",
"2019-05-28T00:34:41.823Z","UwPc-2oB0lUS-BmpVhVU","10.3.191.251","sync'ed","+0.004",
