last sync time,ELK log ID,client IP,synchronize results,time difference,
"2018-02-10T00:20:04.322Z","AWF9FVBrRDDFCm0fvDX-","10.3.101.1","sync'ed","-0.007",
"2018-02-10T00:20:04.265Z","AWF9FVAyRDDFCm0fvDX2","10.3.101.2","sync'ed","-0.008",
"2018-02-10T00:20:04.854Z","AWF9FVKKRDDFCm0fvDaU","10.3.101.3","sync'ed","-0.003",
"2018-02-10T00:20:04.684Z","AWF9FVHXRDDFCm0fvDZK","10.3.101.4","sync'ed","-0.008",
"2018-02-10T00:20:04.693Z","AWF9FVIARDDFCm0fvDZk","10.3.101.5","sync'ed","-0.007",
"2018-02-10T00:20:04.032Z","AWF9FU98RDDFCm0fvDXJ","10.3.101.6","sync'ed","-0.005",
"2018-02-10T00:20:04.775Z","AWF9FVJKRDDFCm0fvDaI","10.3.101.7","sync'ed","-0.007",
"2018-02-10T00:20:03.954Z","AWF9FU8PRDDFCm0fvDWt","10.3.101.8","sync'ed","-0.001",
"2018-02-10T00:20:04.917Z","AWF9FVLLRDDFCm0fvDao","10.3.101.9","sync'ed","-0.008",
"2018-02-10T00:20:04.328Z","AWF9FVBwRDDFCm0fvDYA","10.3.101.10","sync'ed","-0.004",
"2018-02-10T00:20:03.948Z","AWF9FU8PRDDFCm0fvDWs","10.3.101.11","sync'ed","-0.006",
"2018-02-10T00:20:04.744Z","AWF9FVIWRDDFCm0fvDZu","10.3.101.12","sync'ed","-0.008",
"2018-02-10T00:20:04.444Z","AWF9FVDlRDDFCm0fvDYP","10.3.101.13","sync'ed","-0.008",
"2018-02-10T00:20:04.458Z","AWF9FVDzRDDFCm0fvDYQ","10.3.101.14","sync'ed","-0.004",
"2018-02-10T00:20:04.601Z","AWF9FVHjRDDFCm0fvDZY","10.3.101.15","sync'ed","-0.005",
"2018-02-10T00:20:04.051Z","AWF9FU9cRDDFCm0fvDW7","10.3.101.16","sync'ed","-0.006",
"2018-02-10T00:20:04.420Z","AWF9FVDORDDFCm0fvDYK","10.3.101.17","sync'ed","-0.006",
"2018-02-10T00:20:04.821Z","AWF9FVJqRDDFCm0fvDaN","10.3.101.18","sync'ed","-0.006",
"2018-02-10T00:20:04.094Z","AWF9FU-LRDDFCm0fvDXL","10.3.101.19","sync'ed","-0.008",
"2018-02-10T00:20:04.094Z","AWF9FU-LRDDFCm0fvDXM","10.3.101.20","sync'ed","-0.008",
