last sync time,ELK log ID,client IP,synchronize results,time difference,
"2017-10-19T00:20:04.750Z","AV8yAFoXFWymLsYhL8Rq","10.3.101.1","sync'ed","-0.007",
"2017-10-19T00:20:04.518Z","AV8yAFkvFWymLsYhL8Rb","10.3.101.2","sync'ed","-0.006",
"2017-10-19T00:20:04.526Z","AV8yAFk-FWymLsYhL8Rc","10.3.101.3","sync'ed","-0.008",
"2017-10-19T00:20:04.442Z","AV8yAFjjFWymLsYhL8RX","10.3.101.4","sync'ed","-0.007",
"2017-10-19T00:20:04.531Z","AV8yAFk-FWymLsYhL8Rd","10.3.101.5","sync'ed","-0.008",
"2017-10-19T00:20:05.126Z","AV8yAFuUFWymLsYhL8R1","10.3.101.6","sync'ed","-0.005",
"2017-10-19T00:20:05.392Z","AV8yAFyZFWymLsYhL8SB","10.3.101.7","sync'ed","-0.007",
"2017-10-19T00:20:04.872Z","AV8yAFqRFWymLsYhL8Ru","10.3.101.8","sync'ed","-0.004",
"2017-10-19T00:20:04.585Z","AV8yAFl1FWymLsYhL8Rf","10.3.101.9","sync'ed","-0.008",
"2017-10-19T00:20:05.078Z","AV8yAFtfFWymLsYhL8R0","10.3.101.10","sync'ed","-0.006",
"2017-10-19T00:20:06.215Z","AV8yAF_QFWymLsYhL8SL","10.3.101.11","sync'ed","-0.006",
"2017-10-19T00:20:06.206Z","AV8yAF_HFWymLsYhL8SK","10.3.101.12","sync'ed","-0.008",
"2017-10-19T00:20:04.452Z","AV8yAFjyFWymLsYhL8RY","10.3.101.13","sync'ed","-0.007",
"2017-10-19T00:20:04.223Z","AV8yAFgbFWymLsYhL8RL","10.3.101.14","sync'ed","-0.006",
"2017-10-19T00:20:06.197Z","AV8yAF--FWymLsYhL8SJ","10.3.101.15","sync'ed","-0.006",
"2017-10-19T00:20:04.827Z","AV8yAFpkFWymLsYhL8Rr","10.3.101.16","sync'ed","-0.006",
"2017-10-19T00:20:04.699Z","AV8yAFnkFWymLsYhL8Rm","10.3.101.17","sync'ed","-0.006",
"2017-10-19T00:20:05.205Z","AV8yAFvhFWymLsYhL8R7","10.3.101.18","sync'ed","-0.008",
"2017-10-19T00:20:04.649Z","AV8yAFm1FWymLsYhL8Rj","10.3.101.19","sync'ed","-0.007",
"2017-10-19T00:20:05.227Z","AV8yAFv1FWymLsYhL8R9","10.3.101.20","sync'ed","-0.008",
"2017-10-19T00:20:04.586Z","AV8yAFl1FWymLsYhL8Rg","10.3.101.101","sync'ed","-0.008",
"2017-10-19T00:20:05.421Z","AV8yAFy6FWymLsYhL8SE","10.3.101.102","sync'ed","-0.007",
"2017-10-19T00:20:05.152Z","AV8yAFupFWymLsYhL8R3","10.3.102.1","sync'ed","-0.007",
"2017-10-19T00:20:04.883Z","AV8yAFqcFWymLsYhL8Rv","10.3.102.2","sync'ed","-0.005",
"2017-10-19T00:20:04.216Z","AV8yAFgbFWymLsYhL8RI","10.3.102.3","sync'ed","-0.005",
"2017-10-19T00:20:04.673Z","AV8yAFnRFWymLsYhL8Rk","10.3.102.4","sync'ed","-0.007",
"2017-10-19T00:20:05.338Z","AV8yAFxmFWymLsYhL8R_","10.3.102.5","sync'ed","-0.006",
"2017-10-19T00:20:05.177Z","AV8yAFvCFWymLsYhL8R4","10.3.102.6","sync'ed","-0.008",
"2017-10-19T00:20:05.370Z","AV8yAFyDFWymLsYhL8SA","10.3.102.7","sync'ed","-0.007",
"2017-10-19T00:20:04.608Z","AV8yAFmMFWymLsYhL8Ri","10.3.102.8","sync'ed","-0.006",
"2017-10-19T00:20:05.407Z","AV8yAFyoFWymLsYhL8SC","10.3.102.9","sync'ed","-0.008",
"2017-10-19T00:20:05.419Z","AV8yAFy6FWymLsYhL8SD","10.3.102.10","sync'ed","-0.006",
"2017-10-19T00:20:04.724Z","AV8yAFn9FWymLsYhL8Ro","10.3.103.3","sync'ed","-0.005",
