last sync time,ELK log ID,client IP,synchronize results,time difference,
"2018-03-19T00:20:03.985Z","AWI7oJteOwJ9bVn2VYbx","10.3.101.1","sync'ed","-0.007",
"2018-03-19T00:20:04.381Z","AWI7oJymOwJ9bVn2VYcy","10.3.101.2","sync'ed","-0.008",
"2018-03-19T00:20:04.024Z","AWI7oJtTOwJ9bVn2VYbr","10.3.101.3","sync'ed","-0.006",
"2018-03-19T00:20:04.526Z","AWI7oJ1ZOwJ9bVn2VYdN","10.3.101.4","sync'ed","-0.008",
"2018-03-19T00:20:05.063Z","AWI7oJ9QOwJ9bVn2VYfI","10.3.101.5","sync'ed","-0.006",
"2018-03-19T00:20:04.572Z","AWI7oJ1pOwJ9bVn2VYdR","10.3.101.6","sync'ed","-0.006",
"2018-03-19T00:20:04.095Z","AWI7oJvJOwJ9bVn2VYcT","10.3.101.7","sync'ed","-0.007",
"2018-03-19T00:20:04.625Z","AWI7oJ2eOwJ9bVn2VYdi","10.3.101.8","sync'ed","-0.005",
"2018-03-19T00:20:04.645Z","AWI7oJ3SOwJ9bVn2VYd4","10.3.101.9","sync'ed","-0.008",
"2018-03-19T00:20:04.701Z","AWI7oJ58OwJ9bVn2VYef","10.3.101.10","sync'ed","-0.006",
"2018-03-19T00:20:05.076Z","AWI7oJ_COwJ9bVn2VYfl","10.3.101.11","sync'ed","-0.006",
"2018-03-19T00:20:03.928Z","AWI7oJsOOwJ9bVn2VYbf","10.3.101.12","sync'ed","-0.008",
"2018-03-19T00:20:04.586Z","AWI7oJ16OwJ9bVn2VYdU","10.3.101.13","sync'ed","-0.008",
"2018-03-19T00:20:04.314Z","AWI7oJzfOwJ9bVn2VYc_","10.3.101.14","sync'ed","-0.004",
"2018-03-19T00:20:04.584Z","AWI7oJ16OwJ9bVn2VYdT","10.3.101.15","sync'ed","-0.005",
"2018-03-19T00:15:04.357Z","AWI7nAi_OwJ9bVn2VOt4","10.3.101.16","sync'ed","-0.006",
"2018-03-19T00:20:06.062Z","AWI7oKNCOwJ9bVn2VYhZ","10.3.101.17","sync'ed","-0.007",
"2018-03-19T00:20:04.582Z","AWI7oJ16OwJ9bVn2VYdS","10.3.101.18","sync'ed","-0.002",
"2018-03-19T00:20:04.140Z","AWI7oJu5OwJ9bVn2VYcL","10.3.101.19","sync'ed","-0.008",
"2018-03-19T00:20:04.568Z","AWI7oJ1pOwJ9bVn2VYdQ","10.3.101.20","sync'ed","-0.008",
"2018-03-19T00:20:04.170Z","AWI7oJvTOwJ9bVn2VYcY","10.3.101.101","sync'ed","-0.008",
"2018-03-19T00:20:04.493Z","AWI7oJ3GOwJ9bVn2VYd2","10.3.101.102","sync'ed","-0.007",
"2018-03-19T00:20:04.130Z","AWI7oJu6OwJ9bVn2VYcM","10.3.102.1","sync'ed","-0.007",
"2018-03-19T00:20:03.988Z","AWI7oJteOwJ9bVn2VYby","10.3.102.2","sync'ed","-0.007",
"2018-03-19T00:20:04.721Z","AWI7oJ4uOwJ9bVn2VYd_","10.3.102.3","sync'ed","-0.007",
"2018-03-19T00:20:03.966Z","AWI7oJuNOwJ9bVn2VYcA","10.3.102.4","sync'ed","-0.005",
"2018-03-19T00:20:04.740Z","AWI7oJ5DOwJ9bVn2VYeF","10.3.102.5","sync'ed","-0.005",
"2018-03-19T00:20:04.156Z","AWI7oJvuOwJ9bVn2VYcb","10.3.102.6","sync'ed","-0.005",
"2018-03-19T00:20:04.708Z","AWI7oJ58OwJ9bVn2VYeg","10.3.102.7","sync'ed","-0.006",
"2018-03-19T00:20:03.979Z","AWI7oJtcOwJ9bVn2VYbw","10.3.102.8","sync'ed","-0.007",
"2018-03-19T00:20:04.365Z","AWI7oJyhOwJ9bVn2VYcx","10.3.102.9","sync'ed","-0.005",
"2018-03-19T00:20:03.993Z","AWI7oJteOwJ9bVn2VYb0","10.3.103.4","sync'ed","-0.007",
"2018-03-19T00:20:04.985Z","AWI7oJ-rOwJ9bVn2VYfX","10.3.103.5","sync'ed","-0.008",
"2018-03-19T00:20:04.354Z","AWI7oJyVOwJ9bVn2VYcw","10.3.103.6","sync'ed","-0.007",
"2018-03-19T00:20:04.335Z","AWI7oJzvOwJ9bVn2VYdB","10.3.103.7","sync'ed","-0.008",
"2018-03-19T00:20:04.274Z","AWI7oJw7OwJ9bVn2VYck","10.3.103.11","sync'ed","-0.006",
"2018-03-19T00:20:04.870Z","AWI7oJ7dOwJ9bVn2VYer","10.3.103.21","sync'ed","-0.008",
"2018-03-19T00:20:04.308Z","AWI7oJzfOwJ9bVn2VYc9","10.3.103.22","sync'ed","-0.007",
"2018-03-19T00:18:09.800Z","AWI7nt0lOwJ9bVn2VUV0","10.3.121.4","sync'ed","-0.002",
